id;point;address
98717;22272;serangoon north avenue 5 9a
98718;22273;pasir ris street 52 512
98719;22274;ang mo kio avenue 5 4300
98720;22275;hougang avenue 9 933a
98721;22276;choa chu kang track 5 76
98722;22277;ang mo kio avenue 2 773
98723;22278;pasir ris street 71 767
98724;22279;ang mo kio industrial park 2 5064
98725;22280;pasir ris street 53 585
98726;22281;upper serangoon crescent 475c
98727;22282;loyang drive 29
98728;22282;loyang drive 38
98729;22282;loyang drive 53
98730;25511;loyang drive no. 38
98731;22282;loyang way 1
98732;22282;loyang way 1 1
98733;22282;loyang way 19
98734;22282;loyang way 30
98735;22282;loyang way 50
98736;22282;loyang way 56
98737;22282;loyang way 61
98738;25511;loyang way no. 30
98739;22283;ang mo kio avenue 5 538
98740;22284;buangkok crescent 978d
98741;22284;buangkok crescent 979b
98742;22284;buangkok crescent 980b
98743;22284;buangkok crescent 985b
98744;22284;buangkok crescent 986b
98745;22284;buangkok crescent 986c
98746;22285;hougang street 52 698d
98747;22286;keat hong close 801b
98748;22286;keat hong close 801c
98749;22286;keat hong close 801d
98750;22286;keat hong close 802b
98751;22286;keat hong close 802c
